72036 silly lifecycle import-cwd@2.1.0~preinstall: no script for preinstall, continuing
77752 verbose linkBins vinyl-sourcemap@1.1.0
77753 verbose linkMans vinyl-sourcemap@1.1.0
77754 silly build end-of-stream@1.4.1
77755 info linkStuff end-of-stream@1.4.1
77756 silly linkStuff end-of-stream@1.4.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77757 verbose linkBins end-of-stream@1.4.1
77758 verbose linkMans end-of-stream@1.4.1
77759 silly build pump@2.0.1
77760 info linkStuff pump@2.0.1
77761 silly linkStuff pump@2.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77762 verbose linkBins pump@2.0.1
77763 verbose linkMans pump@2.0.1
77764 silly build pump@3.0.0
77765 info linkStuff pump@3.0.0
77766 silly linkStuff pump@3.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/gifsicle/node_modules as its parent node_modules
77767 verbose linkBins pump@3.0.0
77768 verbose linkMans pump@3.0.0
77769 silly build get-stream@4.1.0
77770 info linkStuff get-stream@4.1.0
77771 silly linkStuff get-stream@4.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/gifsicle/node_modules as its parent node_modules
77772 verbose linkBins get-stream@4.1.0
77773 verbose linkMans get-stream@4.1.0
77774 silly build execa@1.0.0
77775 info linkStuff execa@1.0.0
77776 silly linkStuff execa@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/gifsicle/node_modules as its parent node_modules
77777 verbose linkBins execa@1.0.0
77778 verbose linkMans execa@1.0.0
77779 silly build duplexify@3.7.1
77780 info linkStuff duplexify@3.7.1
77781 silly linkStuff duplexify@3.7.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77782 verbose linkBins duplexify@3.7.1
77783 verbose linkMans duplexify@3.7.1
77784 silly build pumpify@1.5.1
77785 info linkStuff pumpify@1.5.1
77786 silly linkStuff pumpify@1.5.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77787 verbose linkBins pumpify@1.5.1
77788 verbose linkMans pumpify@1.5.1
77789 silly build pump@3.0.0
77790 info linkStuff pump@3.0.0
77791 silly linkStuff pump@3.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/bin-version/node_modules as its parent node_modules
77792 verbose linkBins pump@3.0.0
77793 verbose linkMans pump@3.0.0
77794 silly build get-stream@4.1.0
77795 info linkStuff get-stream@4.1.0
77796 silly linkStuff get-stream@4.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/bin-version/node_modules as its parent node_modules
77797 verbose linkBins get-stream@4.1.0
77798 verbose linkMans get-stream@4.1.0
77799 silly build execa@1.0.0
77800 info linkStuff execa@1.0.0
77801 silly linkStuff execa@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/bin-version/node_modules as its parent node_modules
77802 verbose linkBins execa@1.0.0
77803 verbose linkMans execa@1.0.0
77804 silly build bin-version@3.1.0
77805 info linkStuff bin-version@3.1.0
77806 silly linkStuff bin-version@3.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77807 verbose linkBins bin-version@3.1.0
77808 verbose linkMans bin-version@3.1.0
77809 silly build bin-version-check@4.0.0
77810 info linkStuff bin-version-check@4.0.0
77811 silly linkStuff bin-version-check@4.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77812 verbose linkBins bin-version-check@4.0.0
77813 verbose linkMans bin-version-check@4.0.0
77814 silly build async-done@1.3.1
77815 info linkStuff async-done@1.3.1
77816 silly linkStuff async-done@1.3.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77817 verbose linkBins async-done@1.3.1
77818 verbose linkMans async-done@1.3.1
77819 silly build glob-watcher@5.0.3
77820 info linkStuff glob-watcher@5.0.3
77821 silly linkStuff glob-watcher@5.0.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77822 verbose linkBins glob-watcher@5.0.3
77823 verbose linkMans glob-watcher@5.0.3
77824 silly build async-settle@1.0.0
77825 info linkStuff async-settle@1.0.0
77826 silly linkStuff async-settle@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77827 verbose linkBins async-settle@1.0.0
77828 verbose linkMans async-settle@1.0.0
77829 silly build bach@1.2.0
77830 info linkStuff bach@1.2.0
77831 silly linkStuff bach@1.2.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77832 verbose linkBins bach@1.2.0
77833 verbose linkMans bach@1.2.0
77834 silly build undertaker@1.2.1
77835 info linkStuff undertaker@1.2.1
77836 silly linkStuff undertaker@1.2.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77837 verbose linkBins undertaker@1.2.1
77838 verbose linkMans undertaker@1.2.1
77839 silly build inflight@1.0.6
77840 info linkStuff inflight@1.0.6
77841 silly linkStuff inflight@1.0.6 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77842 verbose linkBins inflight@1.0.6
77843 verbose linkMans inflight@1.0.6
77844 silly build glob@7.1.4
77845 info linkStuff glob@7.1.4
77846 silly linkStuff glob@7.1.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77847 verbose linkBins glob@7.1.4
77848 verbose linkMans glob@7.1.4
77849 silly build true-case-path@1.0.3
77850 info linkStuff true-case-path@1.0.3
77851 silly linkStuff true-case-path@1.0.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77852 verbose linkBins true-case-path@1.0.3
77853 verbose linkMans true-case-path@1.0.3
77854 silly build rimraf@2.6.3
77855 info linkStuff rimraf@2.6.3
77856 silly linkStuff rimraf@2.6.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77857 verbose linkBins rimraf@2.6.3
77858 verbose link bins [ { rimraf: './bin.js' },
77858 verbose link bins   '/opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin',
77858 verbose link bins   false ]
77859 verbose linkMans rimraf@2.6.3
77860 silly gentlyRm /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/rimraf is being purged
77861 verbose gentlyRm don't care about contents; nuking /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/rimraf
77862 silly build fstream@1.0.12
77863 info linkStuff fstream@1.0.12
77864 silly linkStuff fstream@1.0.12 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77865 verbose linkBins fstream@1.0.12
77866 verbose linkMans fstream@1.0.12
77867 silly build tar@2.2.2
77868 info linkStuff tar@2.2.2
77869 silly linkStuff tar@2.2.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77870 verbose linkBins tar@2.2.2
77871 verbose linkMans tar@2.2.2
77872 silly build node-gyp@3.8.0
77873 info linkStuff node-gyp@3.8.0
77874 silly linkStuff node-gyp@3.8.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77875 warn prefer global node-gyp@3.8.0 should be installed with -g
77876 verbose linkBins node-gyp@3.8.0
77877 verbose link bins [ { 'node-gyp': './bin/node-gyp.js' },
77877 verbose link bins   '/opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin',
77877 verbose link bins   false ]
77878 verbose linkMans node-gyp@3.8.0
77879 silly gentlyRm /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/node-gyp is being purged
77880 verbose gentlyRm don't care about contents; nuking /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/node-gyp
77881 silly build globby@8.0.2
77882 info linkStuff globby@8.0.2
77883 silly linkStuff globby@8.0.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/imagemin/node_modules as its parent node_modules
77884 verbose linkBins globby@8.0.2
77885 verbose linkMans globby@8.0.2
77886 silly build imagemin@6.1.0
77887 info linkStuff imagemin@6.1.0
77888 silly linkStuff imagemin@6.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77889 verbose linkBins imagemin@6.1.0
77890 verbose linkMans imagemin@6.1.0
77891 silly build globule@1.2.1
77892 info linkStuff globule@1.2.1
77893 silly linkStuff globule@1.2.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77894 verbose linkBins globule@1.2.1
77895 verbose linkMans globule@1.2.1
77896 silly build gaze@1.1.3
77897 info linkStuff gaze@1.1.3
77898 silly linkStuff gaze@1.1.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77899 verbose linkBins gaze@1.1.3
77900 verbose linkMans gaze@1.1.3
77901 silly build globby@6.1.0
77902 info linkStuff globby@6.1.0
77903 silly linkStuff globby@6.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77904 verbose linkBins globby@6.1.0
77905 verbose linkMans globby@6.1.0
77906 silly build ws@6.1.4
77907 info linkStuff ws@6.1.4
77908 silly linkStuff ws@6.1.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77909 verbose linkBins ws@6.1.4
77910 verbose linkMans ws@6.1.4
77911 silly build xmlhttprequest-ssl@1.5.5
77912 info linkStuff xmlhttprequest-ssl@1.5.5
77913 silly linkStuff xmlhttprequest-ssl@1.5.5 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77914 verbose linkBins xmlhttprequest-ssl@1.5.5
77915 verbose linkMans xmlhttprequest-ssl@1.5.5
77916 silly build xtend@4.0.1
77917 info linkStuff xtend@4.0.1
77918 silly linkStuff xtend@4.0.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77919 verbose linkBins xtend@4.0.1
77920 verbose linkMans xtend@4.0.1
77921 silly build through2@2.0.5
77922 info linkStuff through2@2.0.5
77923 silly linkStuff through2@2.0.5 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77924 verbose linkBins through2@2.0.5
77925 verbose linkMans through2@2.0.5
77926 silly build to-through@2.0.0
77927 info linkStuff to-through@2.0.0
77928 silly linkStuff to-through@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77929 verbose linkBins to-through@2.0.0
77930 verbose linkMans to-through@2.0.0
77931 silly build through2-filter@3.0.0
77932 info linkStuff through2-filter@3.0.0
77933 silly linkStuff through2-filter@3.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77934 verbose linkBins through2-filter@3.0.0
77935 verbose linkMans through2-filter@3.0.0
77936 silly build unique-stream@2.3.1
77937 info linkStuff unique-stream@2.3.1
77938 silly linkStuff unique-stream@2.3.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77939 verbose linkBins unique-stream@2.3.1
77940 verbose linkMans unique-stream@2.3.1
77941 silly build glob-stream@6.1.0
77942 info linkStuff glob-stream@6.1.0
77943 silly linkStuff glob-stream@6.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77944 verbose linkBins glob-stream@6.1.0
77945 verbose linkMans glob-stream@6.1.0
77946 silly build through2-concurrent@2.0.0
77947 info linkStuff through2-concurrent@2.0.0
77948 silly linkStuff through2-concurrent@2.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77949 verbose linkBins through2-concurrent@2.0.0
77950 verbose linkMans through2-concurrent@2.0.0
77951 silly build remove-bom-stream@1.2.0
77952 info linkStuff remove-bom-stream@1.2.0
77953 silly linkStuff remove-bom-stream@1.2.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77954 verbose linkBins remove-bom-stream@1.2.0
77955 verbose linkMans remove-bom-stream@1.2.0
77956 silly build gulp-babel@8.0.0
77957 info linkStuff gulp-babel@8.0.0
77958 silly linkStuff gulp-babel@8.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77959 verbose linkBins gulp-babel@8.0.0
77960 verbose linkMans gulp-babel@8.0.0
77961 silly build fs-mkdirp-stream@1.0.0
77962 info linkStuff fs-mkdirp-stream@1.0.0
77963 silly linkStuff fs-mkdirp-stream@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77964 verbose linkBins fs-mkdirp-stream@1.0.0
77965 verbose linkMans fs-mkdirp-stream@1.0.0
77966 silly build vinyl-fs@3.0.3
77967 info linkStuff vinyl-fs@3.0.3
77968 silly linkStuff vinyl-fs@3.0.3 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77969 verbose linkBins vinyl-fs@3.0.3
77970 verbose linkMans vinyl-fs@3.0.3
77971 silly build @gulp-sourcemaps/map-sources@1.0.0
77972 info linkStuff @gulp-sourcemaps/map-sources@1.0.0
77973 silly linkStuff @gulp-sourcemaps/map-sources@1.0.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77974 verbose linkBins @gulp-sourcemaps/map-sources@1.0.0
77975 verbose linkMans @gulp-sourcemaps/map-sources@1.0.0
77976 silly build @gulp-sourcemaps/identity-map@1.0.2
77977 info linkStuff @gulp-sourcemaps/identity-map@1.0.2
77978 silly linkStuff @gulp-sourcemaps/identity-map@1.0.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77979 verbose linkBins @gulp-sourcemaps/identity-map@1.0.2
77980 verbose linkMans @gulp-sourcemaps/identity-map@1.0.2
77981 silly build tar-stream@1.6.2
77982 info linkStuff tar-stream@1.6.2
77983 silly linkStuff tar-stream@1.6.2 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77984 verbose linkBins tar-stream@1.6.2
77985 verbose linkMans tar-stream@1.6.2
77986 silly build decompress-tar@4.1.1
77987 info linkStuff decompress-tar@4.1.1
77988 silly linkStuff decompress-tar@4.1.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77989 verbose linkBins decompress-tar@4.1.1
77990 verbose linkMans decompress-tar@4.1.1
77991 silly build decompress-targz@4.1.1
77992 info linkStuff decompress-targz@4.1.1
77993 silly linkStuff decompress-targz@4.1.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77994 verbose linkBins decompress-targz@4.1.1
77995 verbose linkMans decompress-targz@4.1.1
77996 silly build decompress-tarbz2@4.1.1
77997 info linkStuff decompress-tarbz2@4.1.1
77998 silly linkStuff decompress-tarbz2@4.1.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
77999 verbose linkBins decompress-tarbz2@4.1.1
78000 verbose linkMans decompress-tarbz2@4.1.1
78001 silly build y18n@3.2.1
78002 info linkStuff y18n@3.2.1
78003 silly linkStuff y18n@3.2.1 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
78004 verbose linkBins y18n@3.2.1
78005 verbose linkMans y18n@3.2.1
78006 silly build yargs@7.1.0
78007 info linkStuff yargs@7.1.0
78008 silly linkStuff yargs@7.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/sass-graph/node_modules as its parent node_modules
78009 verbose linkBins yargs@7.1.0
78010 verbose linkMans yargs@7.1.0
78011 silly build sass-graph@2.2.4
78012 info linkStuff sass-graph@2.2.4
78013 silly linkStuff sass-graph@2.2.4 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules as its parent node_modules
78014 verbose linkBins sass-graph@2.2.4
78015 verbose link bins [ { sassgraph: 'bin/sassgraph' },
78015 verbose link bins   '/opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin',
78015 verbose link bins   false ]
78016 verbose linkMans sass-graph@2.2.4
78017 silly gentlyRm /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/sassgraph is being purged
78018 verbose gentlyRm don't care about contents; nuking /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/.bin/sassgraph
78019 silly build yargs@7.1.0
78020 info linkStuff yargs@7.1.0
78021 silly linkStuff yargs@7.1.0 has /opt/lampp/htdocs/wordpress/wp-content/themes/understrap/node_modules/gulp/node_modules as its parent node_modules
78022 verbose linkBins yargs@7.1.0
